Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Gillison A.N.","Plant functional indicators of vegetation response to climate change, past present and future: II. Modal plant functional types as response indicators for present and future climates",2019,"Flora: Morphology, Distribution, Functional Ecology of Plants","10.1016/j.flora.2019.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064743984&doi=10.1016%2fj.flora.2019.04.001&partnerID=40&md5=b66a8a58565c64578655e14ef7cd890a","An assessment of plant functional indicators of vegetation response to climate change requires a science-based evaluation of functional linkages between plants and climate. This paper addresses the hypotheses outlined in the preceding paper: 1) A whole-plant system of modal plant functional types (PFTs) based on a core set of functional traits can provide an improved alternative to PFTs and traits used so far in models of vegetation response to climate change; 2) Modal PFTs are more efficient indicators of vegetation response to climate change than individual traits; 3) Improved plant functional selection criteria can lead to improved parameters in Earth System and Dynamic Global Vegetation Models. Present-day (1975 centred) plant–climate relationships were analyzed within a global climatic framework of 1327 (200 m2) sample sites covering all major biomes. Five regions were selected for their range of bioclimatic gradients (arctic-boreal; cool temperate-subtropical; humid equatorial; hot, cold deserts). Biophysical site data were recorded along gradient oriented transects (gradsects) using a standard protocol that included all vascular plant taxa and modal PFTs. Regression, ordination and species distribution modeling were used to assess plant–climate indicator values against ten bioclimatic variables including extremes of contemporary thermal, light (energy) and moisture availability and estimates for ‘present’ (1975) and year 2100 climate scenarios. Modal PFTs and individual traits were highly correlated in differing patterns with bioclimate in each of the five regions in both climate scenarios with PFTs being the best predictors. Each of the three hypotheses is supported by these results, indicating that preference should be given to modal assemblages rather than individual traits as response parameters in predictive vegetation models. The indicators identified here are but one element of the highly complex array of other factors that influence vegetation response to terrestrial environmental change such as resource use, species acclimation, invasive species and human population pressure. © 2019 Elsevier GmbH","Bioclimate; Green stem photosynthesis; Leaf inclination; Leaf stomatal distribution; Modal PFTs; Plant–climate indicators; Species distribution modeling","bioindicator; climate change; ecological modeling; functional role; hypothesis testing; invasive species; light intensity; ordination; photosynthesis; population distribution; stem; stomata; Tracheophyta",Article,Scopus
"Harouna D.V., Venkataramana P.B., Matemu A.O., Ndakidemi P.A.","Wild vigna legumes: Farmers’ perceptions, preferences, and prospective uses for human exploitation",2019,"Agronomy","10.3390/agronomy9060284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066874464&doi=10.3390%2fagronomy9060284&partnerID=40&md5=5a1b158964d4a800c81dddbe2d0bd5c0","The insufficient food supply due to low agricultural productivity and quality standards is one of the major modern challenges of global agricultural food production. Advances in conventional breeding and crop domestication have begun to mitigate this issue by increasing varieties and generation of stress-resistant traits. Yet, very few species of legumes have been domesticated and perceived as usable food/feed material, while various wild species remain unknown and underexploited despite the critical global food demand. Besides the existence of a few domesticated species, there is a bottleneck challenge of product acceptability by both farmers and consumers. Therefore, this paper explores farmers’ perceptions, preferences, and the possible utilization of some wild Vigna species of legumes toward their domestication and exploitation. Quantitative and qualitative surveys were conducted in a mid-altitude agro-ecological zone (Arusha region) and a high altitude agro-ecological zone (Kilimanjaro region) in Tanzania to obtain the opinions of 150 farmers regarding wild legumes and their uses. The study showed that very few farmers in the Arusha (28%) and Kilimanjaro (26%) regions were aware of wild legumes and their uses. The study further revealed through binary logistic regression analysis that the prior knowledge of wild legumes depended mainly on farmers’ location and not on their gender, age groups, education level, or farming experience. From the experimental plot with 160 accessions of wild Vigna legumes planted and grown up to near complete maturity, 74 accessions of wild Vigna legumes attracted the interest of farmers who proposed various uses for each wild accession. A Χ2 test (likelihood ratio test) revealed that the selection of preferred accessions depended on the farmers’ gender, location, and farming experience. Based on their morphological characteristics (leaves, pods, seeds, and general appearance), farmers perceived wild Vigna legumes as potentially useful resources that need the attention of researchers. Specifically, wild Vigna legumes were perceived as human food, animal feed, medicinal plants, soil enrichment material, and soil erosion-preventing materials. Therefore, it is necessary for the scientific community to consider these lines of farmers’ suggestions before carrying out further research on agronomic and nutritional characteristics toward the domestication of these alien species for human exploitation and decision settings. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Non-domesticated legumes; Tanzania; Vigna ambacensis; Vigna racemosa; Vigna reticulata; Vigna vexillata; Wild food legumes",,Article,Scopus
"Kent A., Drezner T.D., Bello R.","Climate warming and the arrival of potentially invasive species into boreal forest and tundra in the Hudson Bay Lowlands, Canada",2018,"Polar Biology","10.1007/s00300-018-2341-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047962815&doi=10.1007%2fs00300-018-2341-2&partnerID=40&md5=47a05ad5a04e2e3a0329f4181a2c73bf","As the extremity of Arctic climate lessens with global warming, the risk of invasion increases. We assess the presence of introduced plant species and their persistence (since the previous survey) in a Canadian subpolar site on the Hudson Bay with a history of human introductions from large-scale grain inputs. Widespread sampling was done to locate all introduced plant species in the Churchill, MB, Canada area. We quantified edaphic variations through soil sampling, and the effect of aspect on introduced species’ richness, cover, and height. At the regional scale, species life history traits and climate envelopes (average and variability of climate in a native range) were established to determine if persistent plant species had similar climate requirements. We found that despite statistically significant warming and increased precipitation, the number of introduced plant species in sub-Arctic Churchill declined from 80 to 36 between the 1989 and 2013 sampling periods. We found that introduced species favor locally warmer, human-disturbed sites with above average soil nutrients. The plant species that remained in Churchill since the 1989 survey compared to those that did not persist are better able to tolerate colder temperatures and have wider, more variable climate envelopes. The decline in introduced species is likely linked to changes in grain shipment inputs. Many of the introduced species recorded in 1989 may have only existed through constant seed subsidies from imports, suggesting that most species have not yet been successful in the absence of human modification. Although the number of introduced plants has decreased, we suggest that continuous disturbance is no longer required for some introduced species to persist suggesting that a climate threshold may have been crossed for some species. One introduced species (Taraxacum officinale, common dandelion) has spread to areas that have not been modified by humans and is now growing in two undisturbed locations. Its current distribution outside disturbed areas does not yet warrant the distinction of invasive at this time. The findings of this study suggest that in the Canadian Arctic, if disturbance and nutrient enrichment are reduced, the potential for introduced plants to establish and possibly become invasive is still limited but will likely change as warming continues. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.","Arctic; Climate change; Climate envelopes; Invasion; Sub-Arctic; Tundra","biological invasion; boreal forest; climate change; climate effect; global warming; human activity; introduced species; invasive species; plant; population decline; sampling; subarctic region; tundra; Canada; Canadian Arctic; Churchill; Hudson Bay Lowlands; Manitoba; Taraxacum officinale",Article,Scopus
"Shen S.-T., Zhang S.-J., Fan M., Wang Q.","Classification of plant functional types based on the nutrition traits: a case study on alpine meadow community in the Zoigê Plateau",2017,"Journal of Mountain Science","10.1007/s11629-016-4133-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030790305&doi=10.1007%2fs11629-016-4133-x&partnerID=40&md5=423246d1da841db26ad96cf94a19263f","The ecological concept of Plant Functional Types (PFTs), which refers to the assemblage of plants with certain functional traits, has been introduced for the study of plant responses to the environment change and human disturbance. Taking the alpine meadow community in the Zoigê Plateau as a study case, this paper classified PFTs in terms of plant nutrition traits. The sequential results are as follows. (1) The main herbages in the Zoigê Plateau included 16 species in 5 families. Among the five families, Cyperaceae vegetation accounted for 81.37% of herbage area in total, while the remaining 4 families occupied less than 20%. As for the species, Kobresia setchwanensis Hand.-Maizz. was dominant, accounting for 48.74% of the total area; while the remaining 51.26% was comprised of Polygonum viviparum L., Anaphalis fiavescens Hand.-Mazz., Stipa aliena Keng and other species. (2) By using the Principal Component Analysis (PCA), the assessment of herbages nutrition was carried out based on the comprehensive multi-index evaluation model. Polygonum viviparum L. had the highest nutritional value score (1.43), and Stipa aliena Keng had the lowest (-1.40). Nutritional value of herbage species had a significantly positive correlation with altitude (P<0.01) in the Zoigê Plateau. (3) Based on the nutritional values, herbages in the Zoigê Plateau could be grouped into 3 nutrition PFTs (high, medium and low) by using the Natural Breaks (Jenks) method. © 2017, Science Press, Institute of Mountain Hazards and Environment, CAS and Springer-Verlag GmbH Germany.","Forage resource management; Nutritional value; Plant functional types; the Zoigê Plateau","alpine environment; altitude; coniferous tree; environmental effect; forage; functional role; meadow; nutritive value; physiological response; plant community; China; Qinghai-Xizang Plateau; Zoige Plateau",Article,Scopus
"Dainese M., Aikio S., Hulme P.E., Bertolli A., Prosser F., Marini L.","Human disturbance and upward expansion of plants in a warming climate",2017,"Nature Climate Change","10.1038/NCLIMATE3337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026662627&doi=10.1038%2fNCLIMATE3337&partnerID=40&md5=4992ba863c984981e20af04b157af54d","Climate change is expected to trigger an upward expansion of plants in mountain regions and, although there is strong evidence that many native species have already shifted their distributions to higher elevations, little is known regarding how fast non-native species might respond to climate change. By analysing 131,394 occurrence records of 1,334 plant species collected over 20 years in the European Alps, we found that non-natives are spreading upwards approximately twice as fast as natives. Whereas the spread of natives was enhanced by traits favouring longer dispersal distances, this was not the case for non-natives. This was due to the non-native species pool already being strongly biased towards species that had traits facilitating spread. A large proportion of native and non-native species seemed to be able to spread upwards faster than the current velocity of climate change. In particular, long-distance dispersal events and proximity to roads proved to be key drivers for the observed rapid spread. Our findings highlight that invasions by non-native species into native alpine communities are a potentially significant additional pressure on these vulnerable ecosystems that are already likely to suffer dramatic vegetation changes with ongoing warming and increasing human activity in mountain regions. © 2017 Macmillan Publishers Limited.",,"alpine environment; anthropogenic effect; biological invasion; climate change; disturbance; human activity; mountain region; native species; nature-society relations; plant community; species pool; vulnerability; Alps",Article,Scopus
"Liu W., Strong D.R., Pennings S.C., Zhang Y.","Provenance-by-environment interaction of reproductive traits in the invasion of Spartina alterniflora in China",2017,"Ecology","10.1002/ecy.1815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019424251&doi=10.1002%2fecy.1815&partnerID=40&md5=913c46391235ca5e90e0465c1d6f4d53","Ecological invasions are facilitated by pre-adaptation and phenotypic plasticity, upon which evolution can act. The rapid invasion of the intertidal grass Spartina alterniflora in China during the last 36 yr is a test case for the roles of these mechanisms. A previous study of S. alterniflora in China found strong latitudinal clines in vegetative and sexual traits and concluded that most of this variation was due to phenotypic plasticity. Recent observations suggested provenance-by-environment interactions, and we employed common gardens at multiple latitudes as a test of this idea. Phenotypically, field plant height, which correlates strongly with biomass and other indices of vegetative performance in this species, showed a hump-shaped relationship across 10 sites, covering 19° of latitude; field seed set increased linearly with latitude. To assess the role of plasticity vs. genetic differentiation in these patterns, we grew plants from the ten field sites in three common gardens at low (20.9° N), mid (28.3° N), and high (38.0° N) latitudes to maturity, at 18 months. Plant height varied among common gardens, with the tallest plants at mid latitude, mirroring the field pattern, consistent with the previous study. Within the gardens, latitude of origin also affected plant height. Seed set varied among the gardens, with the greatest values at high latitudes, again mirroring the field pattern and indicating substantial plasticity. Evidence of evolution was found as increasing seed set with latitude among provenances within common gardens. However, the effect differed among common gardens, with the greatest slope in the high-latitude garden, lower slope in the mid-latitude garden, and no relationship in the low-latitude garden, indicating a provenance-by-environment interaction. The number of surviving plants also suggested a provenance-by-environment interaction; no relationship with latitude among provenances in the two southern gardens and increasing survival with latitude in the northern garden. Field seedling density was ~200-fold greater at high than at low latitude sites. The profuse seed germination and recruitment in the north could have created high selection intensity resulting in evolution of reproductive traits at high latitudes with the result that the mechanisms of the invasion differ with latitude. © 2017 by the Ecological Society of America","biological invasion; genetic differentiation; latitudinal cline; pre-adaptation; provenance-by-environment interaction; recruitment; sexual reproduction; Spartina alterniflora","biological invasion; cline; environmental effect; genetic differentiation; grass; latitudinal gradient; phenotypic plasticity; recruitment (population dynamics); reproductive status; sexual reproduction; survival; China; Spartina alterniflora; acclimatization; China; genetics; genotype environment interaction; phenotype; physiology; Poaceae; Acclimatization; China; Gene-Environment Interaction; Phenotype; Poaceae",Article,Scopus
"Elferink S., Neuhaus S., Wohlrab S., Toebe K., Voß D., Gottschling M., Lundholm N., Krock B., Koch B.P., Zielinski O., Cembella A., John U.","Molecular diversity patterns among various phytoplankton size-fractions in West Greenland in late summer",2017,"Deep-Sea Research Part I: Oceanographic Research Papers","10.1016/j.dsr.2016.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009811550&doi=10.1016%2fj.dsr.2016.11.002&partnerID=40&md5=72aaf68f891fb78e7b9875cc81994b8f","Arctic regions have experienced pronounced biological and biophysical transformations as a result of global change processes over the last several decades. Current hypotheses propose an elevated impact of those environmental changes on the biodiversity, community composition and metabolic processes of species. The effects on ecosystem function and services, particularly when invasive or toxigenic harmful species become dominant, can be expressed over a wide range of temporal and spatial scales in plankton communities. Our study focused on the comparison of molecular biodiversity of three size-fractions (micro-, nano-, picoplankton) in the coastal pelagic zone of West Greenland and their association with environmental parameters. Molecular diversity was assessed via parallel amplicon sequencing the 28S rRNA hypervariable D1/D2 region. We showed that biodiversity distribution within the area of Uummannaq Fjord, Vaigat Strait and Disko Bay differed markedly within and among size-fractions. In general, we observed a higher diversity within the picoplankton size fraction compared to the nano- and microplankton. In multidimensional scaling analysis, community composition of all three size fractions correlated with cell size, silicate and phosphate, chlorophyll a (chl a) and dinophysistoxin (DTX). Individually, each size fraction community composition also correlated with other different environmental parameters, i.e. temperature and nitrate. We observed a more homogeneous community of the picoplankton across all stations compared to the larger size classes, despite different prevailing environmental conditions of the sampling areas. This suggests that habitat niche occupation for larger-celled species may lead to higher functional trait plasticity expressed as an enhanced range of phenotypes, whereas smaller organisms may compensate for lower potential plasticity with higher diversity. The presence of recently identified toxigenic harmful algal bloom (HAB) species (such as Alexandrium fundyense and A. ostenfeldii) in the area points out the potential risk for this vulnerable ecosystem in a changing world. © 2017 Elsevier Ltd","454 Pyrosequencing; Aquatic communities; Arctic; Biodiversity; DNA-barcoding; Pelagic environment; Phytoplankton community","Biodiversity; Ecology; Ecosystems; Ocean habitats; Phytoplankton; Plankton; Plants (botany); RNA; Silicates; Toxic materials; 454-Pyrosequencing; Aquatic communities; Arctic; DNA barcoding; Pelagic environment; Phytoplankton community; Aquatic organisms; algal bloom; aquatic community; chlorophyll a; community composition; ecosystem function; ecosystem service; environmental conditions; genetic analysis; global change; metabolism; phytoplankton; picoplankton; Arctic; Disko Bay; Greenland; Uummannaq; Vaigat Strait; Alexandrium fundyense; algae",Article,Scopus
"González-Teuber M., Quiroz C.L., Concha-Bloomfield I., Cavieres L.A.","Enhanced fitness and greater herbivore resistance: implications for dandelion invasion in an alpine habitat",2017,"Biological Invasions","10.1007/s10530-016-1309-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994376935&doi=10.1007%2fs10530-016-1309-9&partnerID=40&md5=58d62cf1321f4a8dc1bf2c05622a1700","Several hypotheses have been proposed to explain the defense strategies of invasive plants in new ranges. In the absence of specialist herbivores, it is believed that invasive plants may allocate fewer resources to resistance and more to growth and reproduction, thus increasing tolerance to damage in the invasive genotypes. In order to test these predictions, we compared both performance (growth and reproduction) and defense strategies (tolerance and resistance) of two populations of Taraxacum officinale, one from the native range in the French Alps, and one from the introduced range in the Chilean Andes. Individuals from the introduced population demonstrated improved reproductive traits relative to those from the native population, although there was no discernible difference in biomass accumulation. Additionally, reduced tolerance was evident in the case of the former; whereas fitness traits of native plants were unaffected by damage, invasive plants reduced growth and seed output by 25 and 30% respectively following damage treatments. Increases in levels of phenols and anthocyanins, produced as a defense response to herbivory, were observed in introduced plants. Our results suggest that reallocation of resources to reproduction may be an important factor favouring invasive success of T. officinale in Chile, and that a higher investment in chemical resistance traits in this population may also be a factor in this regard. © 2016, Springer International Publishing Switzerland.","Biological invasion; Damage; Dandelion; EICA; Resistance; Tolerance","alpine environment; biological invasion; fitness; herb; herbivore; investment; life history trait; plant defense; reproductive success; resource allocation; specialist; stress resistance; tolerance; Alps; Andes; Chile; France; Taraxacum officinale",Article,Scopus
"Petruzzella A., Grutters B.M.C., Thomaz S.M., Bakker E.S.","Potential for biotic resistance from herbivores to tropical and subtropical plant invasions in aquatic ecosystems",2017,"Aquatic Invasions","10.3391/ai.2017.12.3.08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030545431&doi=10.3391%2fai.2017.12.3.08&partnerID=40&md5=615244738e427965f1d41d2d6e43765c","Invasions of tropical and subtropical aquatic plants threaten biodiversity and cause ecological and economic impacts worldwide. An urgent question is whether native herbivores are able to inhibit the spread of these alien species thus providing biotic resistance. The potential for biotic resistance to these plants depends on plant traits that affect palatability to herbivores, i.e., plant nutritional quality and the presence of secondary metabolites related to anti-herbivory defenses. Studies across latitudinal gradients suggest that aquatic plants from lower latitudes may be less nutritious and better defended than high latitude plants. Therefore, we hypothesized that native herbivores prefer temperate plants over plants from tropical and subtropical regions which would limit the strength of biotic resistance that native temperate herbivores can provide against alien tropical and subtropical plants. Drawing upon the published literature we (1) investigated whether native temperate herbivores reduce the establishment or performance of tropical and subtropical alien plants in the field, and (2) analyzed herbivore consumption of tropical and subtropical versus temperate plants in laboratory feeding trials. In our literature survey, we found only three field studies which, in contrast to our hypothesis, all demonstrated that the native herbivores (beavers, coots or generalist insect herbivores) significantly reduced the success of invading tropical and subtropical plant species. The analysis of the feeding trials yielded mixed results. Ten out of twelve feeding trials showed that (sub)tropical and temperate plants were consumed in equal amounts by both temperate and tropical generalist ectothermic herbivores. The remaining trials showed higher consumption rate of both temperate and tropical plants by tropical snails. Although a body of evidence suggests that tropical plants are nutritionally poor and better defended (i.e., less palatable) compared to temperate plants, we conclude that in the majority of cases, herbivores would eat tropical plants as much as temperate plants. Thus, in agreement with the available field studies, evidence suggests that there is potential for biotic resistance from native generalist herbivores to tropical invasive plants in non-tropical areas. © 2017 The Author(s). Journal compilation and 2017 REABIC.","Consumption rate; Feeding trial; Herbivore trait; Herbivory; Latitudinal gradients; Palatability; Plant traits",,Article,Scopus
"Schierenbeck K.A.","Population-level genetic variation and climate change in a biodiversity hotspot",2017,"Annals of Botany","10.1093/aob/mcw214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014932399&doi=10.1093%2faob%2fmcw214&partnerID=40&md5=cc079de69951166f8acd17d41dd444a2","• Introduction: Estimated future climate scenarios can be used to predict where hotspots of endemism may occur over the next century, but life history, ecological and genetic traits will be important in informing the varying responses within myriad taxa. Essential to predicting the consequences of climate change to individual species will be an understanding of the factors that drive genetic structure within and among populations. Here, I review the factors that influence the genetic structure of plant species in California, but are applicable elsewhere; existing levels of genetic variation, life history and ecological characteristics will affect the ability of an individual taxon to persist in the presence of anthropogenic change. • Factors influencing the distribution of genetic variation: Persistence in the face of climate change is likely determined by life history characteristics: dispersal ability, generation time, reproductive ability, degree of habitat specialization, plant-insect interactions, existing genetic diversity and availability of habitat or migration corridors. Existing levels of genetic diversity in plant populations vary based on a number of evolutionary scenarios that include endemism, expansion since the last glacial maximum, breeding system and current range sizes. • Regional priorities and examples: A number of well-documented examples are provided from the California Floristic Province. Some predictions can be made for the responses of plant taxa to rapid environmental changes based on geographic position, evolutionary history, existing genetic variation, and ecological amplitude. • Conclusions, Solutions and Recommendations: The prediction of how species will respond to climate change will require a synthesis drawing from population genetics, geography, palaeontology and ecology. The important integration of the historical factors that have shaped the distribution and existing genetic structure of California's plant taxa will enable us to predict and prioritize the conservation of species and areas most likely to be impacted by rapid climate change, human disturbance and invasive species. © The Author 2016. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved.","Alpine habitat; California; Central Valley; Climate change; Coast Ranges; Genetic diversity; Klamath Siskiyou; Refugia","alpine environment; anthropogenic effect; biodiversity; climate change; generation time; genetic structure; genetic variation; Last Glacial Maximum; life history; life history trait; paleontology; reproductive strategy; specialization; species conservation; California; Central Valley [California]; Klamath-Siskiyou; United States; Hexapoda; biodiversity; climate change; ecosystem; genetic variation; genetics; population genetics; Biodiversity; Climate Change; Ecosystem; Genetic Variation; Genetics, Population",Review,Scopus
"Roland C.A., Stehn S.E., Schmidt J., Houseman B.","Proliferating poplars: The leading edge of landscape change in an Alaskan subalpine chronosequence",2016,"Ecosphere","10.1002/ecs2.1398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982801807&doi=10.1002%2fecs2.1398&partnerID=40&md5=967ee8ef2897bb02674017a69b3570f0","We remeasured a classic chronosequence study in the subalpine zone of the Alaska Range to evaluate how plant community attributes have changed across a set of different-aged terraces over a 54-yr period (1958-2012). Our work focused on whether the tempo and trajectory of successional development described in the original study have changed over this period during which summer temperatures warmed by approximately 2°C. Our work revealed a rapid increase in the distribution, stature, and abundance of balsam poplar trees that was unanticipated in the original successional model alongside evidence that established late-successional plant communities have changed relatively little over the same time period. The spatial distribution of poplar expansion was both directional and highly variable, with greater expansion occurring in sites that were young surfaces in 1958, or else were disturbed during the intervening period. We present evidence that early successional environments in this region may be particularly susceptible to rapid alteration stimulated by climate warming that has allowed tree establishment and growth in subalpine areas. Sparsely vegetated sites allow for invasion or expansion of some species to be quickly realized because there is less resistance from competition with established vegetation, including mosses that insulate and paludify the soil. We suggest that established vegetation communities may have physical characteristics (such as cold and/or acidic soil profiles) that are inimical to the establishment of balsam poplar and may also be a source of competitive inertia, conferring a measure of resistance to directional changes in the landscape mosaic. However, when an early successional species has traits that allow it to persist and fundamentally alter the vegetation mosaic over time, as is the case with balsam poplar, it may serve as the leading edge of compositional changes with profound consequences. Our results highlight the capacity of a single species to catalyze the changes that may eventually lead to the altering of an entire landscape mosaic. © 2016 Roland et al.","Alaska; Climate change; Denali National Park; Ecological succession; Populus balsamifera; Shrub tundra; Soil temperature; Special Feature: Science for Our National Parks' Second Century; Vegetation change",,Article,Scopus
"Rundel P.W., Keeley J.E.","Dispersal limitation does not control high elevational distribution of alien plant species in the Southern Sierra Nevada, California",2016,"Natural Areas Journal","10.3375/043.036.0308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977150935&doi=10.3375%2f043.036.0308&partnerID=40&md5=40cbf6368ec76291cffcc7e6a88e7f7b","Patterns of elevational distribution of alien plant species in the southern Sierra Nevada of California were used to test the hypothesis that alien plant species invading high elevations around the world are typically climate generalists capable of growing across a wide elevational range. The Sierra Nevada has been heavily impacted for more than a century and a half, first by heavy grazing up into high elevation meadows, followed by major logging, and finally, by impacts associated with recreational use. The comparative elevational patterns of distribution and growth form were compared for native and alien plant species in the four families (Asteraceae, Brassicaceae, Fabaceae, and Poaceae) that contribute the majority of naturalized aliens in the study area. The distribution of realized climatic niche breadth, as measured by elevational range of occurrence, was virtually identical for alien and native species, with both groups showing a roughly Gaussian distribution peaking with species whose range covers a span of 1500-1999 m. In contrast to alien species, which only rarely occurred at higher elevations, native species showed a distribution of upper elevation limits peaking at 3000-3499 m, an elevation that corresponds to the zone of upper montane and subalpine forests. Consistent with a hypothesis of abiotic limitations, only a few alien species have been ecologically successful invaders at subalpine and alpine elevations above 2500 m. The low diversity of aliens able to become established in these habitats is unlikely due to dispersal limitations, given the long history of heavy grazing pressure at high elevations across this region. Instead, this low diversity is hypothesized to be a function of life history traits and multiple abiotic stresses that include extremes of cold air and soil temperature, heavy snowfall, short growing seasons, and low resource availability. These findings have significant implications for resource managers.","alpine; dispersal; invasives; niche breadth; propagules","abiotic factor; alpine environment; dispersal; grazing pressure; growing season; growth rate; hypothesis testing; introduced species; life history trait; meadow; montane forest; native species; niche breadth; propagule; resource availability; resource management; soil temperature; species diversity; California; Sierra Nevada [California]; United States; Asteraceae; Brassicaceae; Fabaceae; Poaceae",Article,Scopus
"Liu W., Maung-Douglass K., Strong D.R., Pennings S.C., Zhang Y.","Geographical variation in vegetative growth and sexual reproduction of the invasive Spartina alterniflora in China",2016,"Journal of Ecology","10.1111/1365-2745.12487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955184954&doi=10.1111%2f1365-2745.12487&partnerID=40&md5=8da8b3a18052e9ec391542a40a5aee39","Phenotypic variation plays an important role in successful plant invasions. The spread of invasive species over large geographic ranges may be facilitated if plants can match their phenotype to local abiotic conditions. Spartina alterniflora, native to the United States, was introduced into China in 1979 and has spread over 19° of latitude along the eastern coast of China. We studied patterns in vegetative growth and sexual reproduction of S. alterniflora at 22 sites at 11 geographic locations over a latitudinal gradient of 2000 km from Tanggu (39.05°N, high latitude) to Leizhou (20.90°N, low latitude) in China. We further evaluated the basis of phenotypic differences by growing plants from across the range in a common garden for 2 growing seasons. We found distinct latitudinal clines in plant height, shoot density and sexual reproduction across latitude. Some traits exhibited linear relationships with latitude; others exhibited hump-shaped relationships. We identified correlations between plant traits and abiotic conditions such as mean annual temperature, growing degree days, tidal range and soil nitrogen content. However, geographic variation in all but one trait disappeared in the common garden, indicating that variation largely due to phenotypic plasticity. Only a slight tendency for latitudinal variation in seed set persisted for 2 years in the common garden, suggesting that plants may be evolving genetic clines for this trait. Synthesis. The rapid spread of Spartina alterniflora (S. alterniflora) in China has probably been facilitated by phenotypic plasticity in growth and reproductive traits. We found little evidence for the evolution of genetic clines in China, even though these exist for some traits in the native range. The considerable variation among clones, within provenances, that persisted in the common garden suggests a potential for the evolution of geographic clines in the future. Low fecundity of low-latitude S. alterniflora populations in China might result in a slower spread at low latitudes, but S. alterniflora is likely to continue to spread rapidly at high latitudes in China and into the Korean peninsula. The rapid spread of Spartina alterniflora (S. alterniflora) in China has probably been facilitated by phenotypic plasticity in growth and reproductive traits. We found little evidence for the evolution of genetic clines in China, even though these exist for some traits in the native range. The considerable variation among clones, within provenances, that persisted in the common garden suggests a potential for the evolution of geographic clines in the future. Low fecundity of low latitude S. alterniflora populations in China might result in a slower spread at low latitudes, but S. alterniflora is likely to continue to spread rapidly at high latitudes in China and into the Korean peninsula. Journal of Ecology © 2016 British Ecological Society.","Spartina alterniflora; Biological invasions; Common garden; Invasion ecology; Latitudinal gradient; Phenotypic plasticity","abiotic factor; biological invasion; cline; garden; geographical variation; grass; invasive species; latitudinal gradient; phenotypic plasticity; sexual reproduction; spatiotemporal analysis; vegetative reproduction; China; Guangdong; Leizhou; Tanggu; Tianjin; United States; Spartina alterniflora",Article,Scopus
